delivery_id,order_id,promised_date,delivery_date,delay_days,delivery_status
D000502,O000544,2025-05-11,2025-05-11,0,On Time
D000503,O000545,2025-06-24,2025-06-23,0,On Time
D000504,O000546,2025-02-02,2025-02-09,7,Late
D000505,O000547,2026-08-08,2026-08-12,4,Late
D000506,O000548,2026-03-06,2026-03-06,0,On Time
D000507,O000549,2025-12-26,2025-12-25,0,On Time
D000508,O000550,2026-05-01,2026-04-30,0,On Time
D000509,O000551,2026-04-11,2026-04-11,0,On Time
D000510,O000552,2025-12-27,2026-01-02,6,Late
D000511,O000553,2026-05-20,2026-05-27,7,Late
D000512,O000554,2026-03-28,2026-03-28,0,On Time
D000513,O000555,2026-05-03,2026-05-08,5,Late
D000514,O000556,2026-05-19,2026-05-20,1,Late
D000515,O000557,2025-11-16,2025-11-15,0,On Time
D000516,O000558,2026-04-29,2026-04-29,0,On Time
D000517,O000559,2026-08-10,2026-08-09,0,On Time
D000518,O000560,2026-08-20,2026-08-19,0,On Time
D000519,O000561,2026-05-26,2026-05-26,0,On Time
D000520,O000562,2025-12-06,2025-12-05,0,On Time
D000521,O000564,2026-01-18,2026-01-18,0,On Time
D000522,O000565,2026-04-04,2026-04-05,1,Late
D000523,O000566,2025-05-15,2025-05-18,3,Late
D000524,O000567,2025-05-21,2025-05-21,0,On Time
D000525,O000568,2025-06-05,2025-06-05,0,On Time
D000526,O000569,2026-05-24,2026-05-24,0,On Time
D000527,O000570,2026-06-17,2026-06-17,0,On Time
D000528,O000571,2026-04-06,2026-04-06,0,On Time
D000529,O000572,2026-06-22,2026-06-27,5,Late
D000530,O000573,2026-05-26,2026-05-26,0,On Time
D000531,O000574,2025-07-11,2025-07-11,0,On Time
D000532,O000575,2026-01-13,2026-01-13,0,On Time
D000533,O000576,2026-02-08,2026-02-07,0,On Time
D000534,O000577,2026-01-07,2026-01-07,0,On Time
D000535,O000578,2026-05-05,2026-05-05,0,On Time
D000536,O000579,2026-06-21,2026-06-21,0,On Time
D000537,O000580,2026-08-21,2026-08-20,0,On Time
D000538,O000581,2026-04-14,2026-04-14,0,On Time
D000539,O000582,2025-07-02,2025-07-02,0,On Time
D000540,O000583,2026-06-19,2026-06-19,0,On Time
D000541,O000584,2026-02-20,2026-02-20,0,On Time
D000542,O000585,2025-09-01,2025-09-01,0,On Time
D000543,O000586,2026-06-17,2026-06-17,0,On Time
D000544,O000587,2025-09-19,2025-09-18,0,On Time
D000545,O000588,2026-04-28,2026-04-28,0,On Time
D000546,O000589,2026-05-25,2026-05-25,0,On Time
D000547,O000590,2026-01-03,2026-01-03,0,On Time
D000548,O000591,2026-08-10,2026-08-10,0,On Time
D000549,O000592,2025-08-21,2025-08-21,0,On Time
D000550,O000593,2026-01-08,2026-01-14,6,Late
D000551,O000594,2026-01-31,2026-01-31,0,On Time
D000552,O000595,2025-08-21,2025-08-21,0,On Time
D000553,O000596,2026-04-12,2026-04-14,2,Late
D000554,O000597,2025-11-25,2025-11-25,0,On Time
D000555,O000598,2026-02-24,2026-03-01,5,Late
D000556,O000599,2026-01-16,2026-01-16,0,On Time
D000557,O000600,2025-12-03,2025-12-05,2,Late
D000558,O000601,2026-04-16,2026-04-16,0,On Time
D000559,O000602,2026-07-05,2026-07-05,0,On Time
D000560,O000603,2025-12-21,2025-12-21,0,On Time
D000561,O000604,2026-05-06,2026-05-06,0,On Time
D000562,O000605,2026-02-11,2026-02-16,5,Late
D000563,O000606,2026-06-05,2026-06-04,0,On Time
D000564,O000607,2026-01-23,2026-01-23,0,On Time
D000565,O000608,2025-09-28,2025-09-28,0,On Time
D000566,O000609,2026-08-04,2026-08-05,1,Late
D000567,O000610,2026-08-09,2026-08-09,0,On Time
D000568,O000611,2026-08-14,2026-08-14,0,On Time
D000569,O000612,2026-06-25,2026-06-25,0,On Time
D000570,O000613,2026-02-06,2026-02-06,0,On Time
D000571,O000614,2026-06-21,2026-06-21,0,On Time
D000572,O000616,2026-07-19,2026-07-19,0,On Time
D000573,O000617,2026-08-11,2026-08-11,0,On Time
D000574,O000618,2025-08-31,2025-09-05,5,Late
D000575,O000619,2025-10-29,2025-10-31,2,Late
D000576,O000620,2026-08-08,2026-08-08,0,On Time
D000577,O000621,2026-05-26,2026-05-26,0,On Time
D000578,O000622,2025-10-07,2025-10-07,0,On Time
D000579,O000623,2026-07-03,2026-07-02,0,On Time
D000580,O000624,2025-10-16,2025-10-16,0,On Time
D000581,O000626,2026-05-15,2026-05-15,0,On Time
D000582,O000627,2026-05-10,2026-05-10,0,On Time
D000583,O000628,2026-05-05,2026-05-05,0,On Time
D000584,O000629,2025-09-20,2025-09-20,0,On Time
D000585,O000630,2026-05-27,2026-05-27,0,On Time
D000586,O000631,2025-05-15,2025-05-14,0,On Time
D000587,O000632,2026-05-26,2026-05-26,0,On Time
D000588,O000633,2026-04-13,2026-04-14,1,Late
D000589,O000634,2026-04-21,2026-04-21,0,On Time
D000590,O000635,2026-05-14,2026-05-14,0,On Time
D000591,O000636,2026-04-11,2026-04-11,0,On Time
D000592,O000637,2026-07-10,2026-07-17,7,Late
D000593,O000638,2025-06-22,2025-06-22,0,On Time
D000594,O000639,2026-03-09,2026-03-15,6,Late
D000595,O000640,2026-07-07,2026-07-07,0,On Time
D000596,O000641,2026-03-13,2026-03-13,0,On Time
D000597,O000642,2026-06-24,2026-06-26,2,Late
D000598,O000643,2026-05-18,2026-05-18,0,On Time
D000599,O000644,2026-05-27,2026-05-26,0,On Time
D000600,O000645,2025-05-30,2025-05-30,0,On Time
D000601,O000646,2025-07-10,2025-07-16,6,Late
D000602,O000647,2026-06-21,2026-06-20,0,On Time
D000603,O000648,2025-09-28,2025-09-28,0,On Time
D000604,O000649,2026-05-08,2026-05-08,0,On Time
D000605,O000650,2026-01-31,2026-01-31,0,On Time
D000606,O000651,2026-06-18,2026-06-18,0,On Time
D000607,O000652,2026-06-07,2026-06-11,4,Late
D000608,O000654,2025-06-06,2025-06-06,0,On Time
D000609,O000655,2026-02-10,2026-02-15,5,Late
D000610,O000656,2026-03-10,2026-03-17,7,Late
D000611,O000657,2026-01-06,2026-01-06,0,On Time
D000612,O000658,2026-07-23,2026-07-23,0,On Time
D000613,O000659,2026-05-19,2026-05-19,0,On Time
D000614,O000660,2026-06-14,2026-06-18,4,Late
D000615,O000661,2026-05-06,2026-05-06,0,On Time
D000616,O000662,2025-12-26,2025-12-26,0,On Time
D000617,O000663,2026-06-17,2026-06-17,0,On Time
D000618,O000664,2026-07-24,2026-07-24,0,On Time
D000619,O000665,2026-05-01,2026-05-01,0,On Time
D000620,O000667,2026-07-12,2026-07-12,0,On Time
D000621,O000668,2025-11-06,2025-11-06,0,On Time
D000622,O000669,2026-07-27,2026-07-27,0,On Time
D000623,O000670,2025-05-18,2025-05-18,0,On Time
D000624,O000671,2026-02-27,2026-02-27,0,On Time
D000625,O000672,2025-03-31,2025-03-31,0,On Time
D000626,O000673,2026-08-02,2026-08-02,0,On Time
D000627,O000674,2026-03-04,2026-03-07,3,Late
D000628,O000675,2026-03-15,2026-03-15,0,On Time
D000629,O000676,2026-06-28,2026-06-28,0,On Time
D000630,O000677,2026-05-09,2026-05-15,6,Late
D000631,O000678,2025-12-24,2025-12-24,0,On Time
D000632,O000679,2026-06-05,2026-06-05,0,On Time
D000633,O000680,2025-06-09,2025-06-08,0,On Time
D000634,O000681,2026-04-28,2026-04-29,1,Late
D000635,O000682,2026-08-13,2026-08-13,0,On Time
D000636,O000683,2025-12-13,2025-12-13,0,On Time
D000637,O000684,2026-04-01,2026-04-01,0,On Time
D000638,O000685,2026-08-21,2026-08-21,0,On Time
D000639,O000687,2025-08-05,2025-08-05,0,On Time
D000640,O000688,2026-02-11,2026-02-11,0,On Time
D000641,O000689,2026-03-13,2026-03-13,0,On Time
D000642,O000690,2026-08-17,2026-08-16,0,On Time
D000643,O000691,2026-02-13,2026-02-13,0,On Time
D000644,O000692,2026-06-27,2026-06-27,0,On Time
D000645,O000693,2025-11-22,2025-11-23,1,Late
D000646,O000694,2026-06-27,2026-06-27,0,On Time
D000647,O000695,2026-05-24,2026-05-23,0,On Time
D000648,O000696,2026-07-16,2026-07-16,0,On Time
D000649,O000697,2026-08-20,2026-08-20,0,On Time
D000650,O000698,2025-11-29,2025-11-29,0,On Time
D000651,O000699,2026-04-15,2026-04-15,0,On Time
D000652,O000700,2026-01-03,2026-01-03,0,On Time
D000653,O000701,2026-01-10,2026-01-09,0,On Time
D000654,O000702,2025-11-04,2025-11-04,0,On Time
D000655,O000703,2026-08-15,2026-08-15,0,On Time
D000656,O000704,2026-08-14,2026-08-14,0,On Time
D000657,O000705,2025-10-14,2025-10-14,0,On Time
D000658,O000706,2026-03-07,2026-03-07,0,On Time
D000659,O000707,2026-04-28,2026-04-28,0,On Time
D000660,O000708,2026-07-09,2026-07-14,5,Late
D000661,O000709,2026-05-28,2026-05-29,1,Late
D000662,O000710,2026-03-16,2026-03-15,0,On Time
D000663,O000711,2026-03-02,2026-03-02,0,On Time
D000664,O000712,2026-08-02,2026-08-02,0,On Time
D000665,O000713,2026-06-09,2026-06-09,0,On Time
D000666,O000714,2026-07-22,2026-07-22,0,On Time
D000667,O000715,2026-05-22,2026-05-22,0,On Time
D000668,O000716,2026-04-02,2026-04-08,6,Late
D000669,O000717,2026-05-05,2026-05-05,0,On Time
D000670,O000718,2026-01-21,2026-01-21,0,On Time
D000671,O000719,2026-01-25,2026-01-25,0,On Time
D000672,O000720,2026-05-10,2026-05-10,0,On Time
D000673,O000721,2026-03-25,2026-03-25,0,On Time
D000674,O000722,2025-12-17,2025-12-17,0,On Time
D000675,O000723,2026-03-05,2026-03-07,2,Late
D000676,O000724,2026-03-16,2026-03-16,0,On Time
D000677,O000725,2026-05-31,2026-05-31,0,On Time
D000678,O000726,2025-04-11,2025-04-12,1,Late
D000679,O000727,2026-05-01,2026-05-01,0,On Time
D000680,O000728,2025-06-05,2025-06-05,0,On Time
D000681,O000729,2026-04-17,2026-04-17,0,On Time
D000682,O000730,2026-07-07,2026-07-07,0,On Time
D000683,O000731,2025-06-22,2025-06-22,0,On Time
D000684,O000732,2025-12-18,2025-12-18,0,On Time
D000685,O000733,2026-05-01,2026-05-01,0,On Time
D000686,O000734,2026-07-16,2026-07-16,0,On Time
D000687,O000735,2026-01-04,2026-01-05,1,Late
D000688,O000736,2026-08-16,2026-08-16,0,On Time
D000689,O000737,2026-05-03,2026-05-03,0,On Time
D000690,O000739,2025-06-16,2025-06-16,0,On Time
D000691,O000740,2026-07-26,2026-07-25,0,On Time
D000692,O000741,2026-02-12,2026-02-16,4,Late
D000693,O000742,2026-04-13,2026-04-13,0,On Time
D000694,O000743,2026-07-08,2026-07-08,0,On Time
D000695,O000744,2025-08-21,2025-08-23,2,Late
D000696,O000745,2026-05-19,2026-05-19,0,On Time
D000697,O000746,2026-06-02,2026-06-04,2,Late
D000698,O000747,2025-06-22,2025-06-22,0,On Time
D000699,O000748,2025-07-27,2025-07-27,0,On Time
D000700,O000749,2026-07-13,2026-07-13,0,On Time
D000701,O000750,2026-02-11,2026-02-11,0,On Time
D000702,O000751,2025-06-25,2025-06-25,0,On Time
D000703,O000752,2026-07-18,2026-07-22,4,Late
D000704,O000753,2026-07-08,2026-07-08,0,On Time
D000705,O000755,2026-04-22,2026-04-22,0,On Time
D000706,O000757,2026-06-13,2026-06-13,0,On Time
D000707,O000758,2026-08-25,2026-08-24,0,On Time
D000708,O000759,2025-12-10,2025-12-10,0,On Time
D000709,O000760,2026-03-15,2026-03-15,0,On Time
D000710,O000761,2026-07-26,2026-07-26,0,On Time
D000711,O000762,2025-12-18,2025-12-18,0,On Time
D000712,O000763,2026-03-27,2026-03-27,0,On Time
D000713,O000764,2026-03-19,2026-03-22,3,Late
D000714,O000765,2025-01-30,2025-01-30,0,On Time
D000715,O000766,2026-05-08,2026-05-13,5,Late
D000716,O000767,2026-06-05,2026-06-04,0,On Time
D000717,O000768,2025-01-11,2025-01-11,0,On Time
D000718,O000769,2026-04-18,2026-04-18,0,On Time
D000719,O000770,2026-07-02,2026-07-02,0,On Time
D000720,O000771,2026-01-14,2026-01-14,0,On Time
D000721,O000772,2025-05-04,2025-05-06,2,Late
D000722,O000773,2026-01-30,2026-01-30,0,On Time
D000723,O000774,2025-09-15,2025-09-15,0,On Time
D000724,O000775,2026-01-21,2026-01-21,0,On Time
D000725,O000776,2025-07-17,2025-07-17,0,On Time
D000726,O000777,2025-11-30,2025-11-30,0,On Time
D000727,O000778,2025-12-23,2025-12-26,3,Late
D000728,O000780,2026-07-24,2026-07-23,0,On Time
D000729,O000781,2026-02-13,2026-02-13,0,On Time
D000730,O000782,2026-04-03,2026-04-03,0,On Time
D000731,O000783,2025-07-07,2025-07-07,0,On Time
D000732,O000784,2025-06-08,2025-06-13,5,Late
D000733,O000785,2026-05-26,2026-05-26,0,On Time
D000734,O000786,2026-04-19,2026-04-18,0,On Time
D000735,O000787,2026-03-16,2026-03-16,0,On Time
D000736,O000788,2026-06-04,2026-06-04,0,On Time
D000737,O000789,2026-05-24,2026-05-24,0,On Time
D000738,O000790,2026-06-07,2026-06-14,7,Late
D000739,O000791,2025-09-05,2025-09-05,0,On Time
D000740,O000792,2025-09-30,2025-10-02,2,Late
D000741,O000793,2025-10-21,2025-10-21,0,On Time
D000742,O000794,2026-03-20,2026-03-20,0,On Time
D000743,O000795,2026-08-04,2026-08-04,0,On Time
D000744,O000796,2025-09-04,2025-09-04,0,On Time
D000745,O000797,2025-07-09,2025-07-09,0,On Time
D000746,O000798,2026-04-26,2026-04-26,0,On Time
D000747,O000799,2026-04-17,2026-04-17,0,On Time
D000748,O000800,2026-07-07,2026-07-12,5,Late
D000749,O000801,2026-05-22,2026-05-22,0,On Time
D000750,O000802,2026-01-06,2026-01-06,0,On Time
D000751,O000803,2026-04-22,2026-04-22,0,On Time
D000752,O000804,2026-06-08,2026-06-08,0,On Time
D000753,O000805,2025-06-24,2025-06-24,0,On Time
D000754,O000806,2025-11-04,2025-11-03,0,On Time
D000755,O000807,2026-01-03,2026-01-03,0,On Time
D000756,O000808,2026-06-05,2026-06-05,0,On Time
D000757,O000809,2025-12-06,2025-12-11,5,Late
D000758,O000810,2026-08-02,2026-08-09,7,Late
D000759,O000811,2025-11-21,2025-11-21,0,On Time
D000760,O000812,2026-03-30,2026-03-30,0,On Time
D000761,O000813,2026-07-22,2026-07-22,0,On Time
D000762,O000814,2026-04-18,2026-04-18,0,On Time
D000763,O000815,2026-03-11,2026-03-11,0,On Time
D000764,O000816,2026-06-23,2026-06-27,4,Late
D000765,O000817,2026-03-24,2026-03-24,0,On Time
D000766,O000818,2026-02-17,2026-02-17,0,On Time
D000767,O000819,2025-06-06,2025-06-06,0,On Time
D000768,O000820,2026-06-12,2026-06-13,1,Late
D000769,O000821,2025-11-22,2025-11-22,0,On Time
D000770,O000822,2025-11-06,2025-11-10,4,Late
D000771,O000825,2026-06-23,2026-06-23,0,On Time
D000772,O000826,2026-05-26,2026-05-25,0,On Time
D000773,O000827,2026-07-03,2026-07-03,0,On Time
D000774,O000828,2025-04-23,2025-04-23,0,On Time
D000775,O000829,2025-10-09,2025-10-09,0,On Time
D000776,O000830,2026-08-16,2026-08-16,0,On Time
D000777,O000831,2026-02-01,2026-02-01,0,On Time
D000778,O000832,2026-01-27,2026-01-26,0,On Time
D000779,O000833,2025-10-18,2025-10-18,0,On Time
D000780,O000834,2025-06-28,2025-06-28,0,On Time
D000781,O000835,2026-08-11,2026-08-14,3,Late
D000782,O000836,2025-03-30,2025-03-30,0,On Time
D000783,O000837,2025-07-14,2025-07-14,0,On Time
D000784,O000838,2026-06-24,2026-06-23,0,On Time
D000785,O000839,2025-12-16,2025-12-16,0,On Time
D000786,O000840,2026-08-18,2026-08-18,0,On Time
D000787,O000841,2026-03-30,2026-03-29,0,On Time
D000788,O000842,2025-12-18,2025-12-24,6,Late
D000789,O000843,2025-06-07,2025-06-08,1,Late
D000790,O000844,2026-01-14,2026-01-20,6,Late
D000791,O000846,2026-04-15,2026-04-15,0,On Time
D000792,O000847,2025-08-08,2025-08-11,3,Late
D000793,O000848,2026-04-05,2026-04-04,0,On Time
D000794,O000849,2025-05-25,2025-05-25,0,On Time
D000795,O000850,2025-07-23,2025-07-22,0,On Time
D000796,O000851,2026-05-23,2026-05-23,0,On Time
D000797,O000852,2025-10-13,2025-10-13,0,On Time
D000798,O000853,2025-08-17,2025-08-17,0,On Time
D000799,O000854,2025-10-22,2025-10-22,0,On Time
D000800,O000855,2026-01-25,2026-01-24,0,On Time
D000801,O000856,2026-04-19,2026-04-19,0,On Time
D000802,O000857,2025-08-29,2025-08-28,0,On Time
D000803,O000858,2026-03-06,2026-03-05,0,On Time
D000804,O000859,2025-11-04,2025-11-04,0,On Time
D000805,O000860,2025-08-10,2025-08-10,0,On Time
D000806,O000862,2025-04-30,2025-04-30,0,On Time
D000807,O000863,2026-03-12,2026-03-11,0,On Time
D000808,O000864,2025-12-15,2025-12-14,0,On Time
D000809,O000865,2025-11-01,2025-10-31,0,On Time
D000810,O000866,2026-01-19,2026-01-19,0,On Time
D000811,O000867,2025-10-10,2025-10-10,0,On Time
D000812,O000868,2026-01-24,2026-01-24,0,On Time
D000813,O000869,2026-02-17,2026-02-17,0,On Time
D000814,O000870,2026-02-01,2026-02-01,0,On Time
D000815,O000871,2026-05-30,2026-05-29,0,On Time
D000816,O000872,2026-03-02,2026-03-02,0,On Time
D000817,O000873,2026-02-05,2026-02-05,0,On Time
D000818,O000875,2026-03-23,2026-03-23,0,On Time
D000819,O000876,2025-07-18,2025-07-18,0,On Time
D000820,O000877,2026-02-11,2026-02-18,7,Late
D000821,O000878,2025-07-08,2025-07-07,0,On Time
D000822,O000879,2026-04-14,2026-04-20,6,Late
D000823,O000880,2026-05-14,2026-05-18,4,Late
D000824,O000882,2026-05-24,2026-05-23,0,On Time
D000825,O000883,2026-06-13,2026-06-13,0,On Time
D000826,O000884,2025-06-22,2025-06-22,0,On Time
D000827,O000885,2026-05-12,2026-05-12,0,On Time
D000828,O000886,2025-10-09,2025-10-09,0,On Time
D000829,O000888,2025-09-18,2025-09-18,0,On Time
D000830,O000889,2025-05-18,2025-05-18,0,On Time
D000831,O000890,2026-07-22,2026-07-24,2,Late
D000832,O000891,2026-05-16,2026-05-16,0,On Time
D000833,O000892,2026-08-16,2026-08-15,0,On Time
D000834,O000893,2025-09-10,2025-09-10,0,On Time
D000835,O000894,2026-07-10,2026-07-10,0,On Time
D000836,O000895,2026-06-12,2026-06-11,0,On Time
D000837,O000896,2025-03-08,2025-03-15,7,Late
D000838,O000897,2025-04-05,2025-04-05,0,On Time
D000839,O000898,2025-09-17,2025-09-17,0,On Time
D000840,O000899,2026-05-04,2026-05-04,0,On Time
D000841,O000900,2026-01-21,2026-01-20,0,On Time
D000842,O000901,2025-07-18,2025-07-18,0,On Time
D000843,O000902,2025-06-26,2025-06-30,4,Late
D000844,O000903,2026-04-04,2026-04-03,0,On Time
D000845,O000904,2025-08-09,2025-08-09,0,On Time
D000846,O000905,2025-09-09,2025-09-08,0,On Time
D000847,O000906,2026-07-18,2026-07-25,7,Late
D000848,O000907,2026-05-14,2026-05-14,0,On Time
D000849,O000908,2026-05-24,2026-05-24,0,On Time
D000850,O000909,2025-10-07,2025-10-07,0,On Time
D000851,O000910,2026-03-23,2026-03-23,0,On Time
D000852,O000911,2026-03-19,2026-03-19,0,On Time
D000853,O000912,2026-05-26,2026-05-25,0,On Time
D000854,O000913,2026-03-05,2026-03-05,0,On Time
D000855,O000914,2026-01-06,2026-01-06,0,On Time
D000856,O000915,2026-01-11,2026-01-11,0,On Time
D000857,O000916,2025-04-30,2025-04-30,0,On Time
D000858,O000917,2026-04-04,2026-04-04,0,On Time
D000859,O000918,2025-08-04,2025-08-08,4,Late
D000860,O000919,2026-08-20,2026-08-20,0,On Time
D000861,O000920,2026-07-20,2026-07-20,0,On Time
D000862,O000921,2026-03-10,2026-03-10,0,On Time
D000863,O000922,2026-08-20,2026-08-25,5,Late
D000864,O000923,2026-03-18,2026-03-22,4,Late
D000865,O000924,2026-08-06,2026-08-06,0,On Time
D000866,O000925,2026-06-08,2026-06-08,0,On Time
D000867,O000926,2025-12-02,2025-12-02,0,On Time
D000868,O000927,2026-02-14,2026-02-15,1,Late
D000869,O000928,2026-04-14,2026-04-18,4,Late
D000870,O000929,2025-06-17,2025-06-17,0,On Time
D000871,O000930,2026-04-26,2026-04-26,0,On Time
D000872,O000931,2026-06-09,2026-06-08,0,On Time
D000873,O000932,2026-06-01,2026-06-02,1,Late
D000874,O000933,2026-03-28,2026-03-28,0,On Time
D000875,O000934,2026-01-11,2026-01-11,0,On Time
D000876,O000935,2025-12-31,2025-12-31,0,On Time
D000877,O000936,2026-04-19,2026-04-26,7,Late
D000878,O000937,2025-08-14,2025-08-20,6,Late
D000879,O000938,2026-08-19,2026-08-19,0,On Time
D000880,O000939,2026-04-23,2026-04-22,0,On Time
D000881,O000940,2026-04-12,2026-04-11,0,On Time
D000882,O000942,2026-04-30,2026-04-30,0,On Time
D000883,O000943,2026-06-22,2026-06-21,0,On Time
D000884,O000944,2025-08-22,2025-08-23,1,Late
D000885,O000945,2025-10-18,2025-10-18,0,On Time
D000886,O000946,2025-07-12,2025-07-12,0,On Time
D000887,O000947,2026-07-10,2026-07-10,0,On Time
D000888,O000948,2026-03-05,2026-03-04,0,On Time
D000889,O000949,2025-12-28,2025-12-27,0,On Time
D000890,O000950,2026-05-06,2026-05-08,2,Late
D000891,O000951,2026-08-12,2026-08-15,3,Late
D000892,O000952,2026-03-31,2026-03-31,0,On Time
D000893,O000953,2025-09-20,2025-09-23,3,Late
D000894,O000954,2025-11-07,2025-11-06,0,On Time
D000895,O000955,2025-12-06,2025-12-07,1,Late
D000896,O000956,2026-02-22,2026-02-21,0,On Time
D000897,O000958,2025-09-28,2025-09-28,0,On Time
D000898,O000959,2026-04-28,2026-04-28,0,On Time
D000899,O000960,2026-03-22,2026-03-22,0,On Time
D000900,O000961,2025-11-30,2025-11-30,0,On Time
D000901,O000962,2026-04-12,2026-04-12,0,On Time
D000902,O000963,2025-08-01,2025-07-31,0,On Time
D000903,O000964,2025-10-28,2025-10-28,0,On Time
D000904,O000965,2026-08-22,2026-08-22,0,On Time
D000905,O000966,2026-07-27,2026-07-27,0,On Time
D000906,O000967,2026-01-13,2026-01-12,0,On Time
D000907,O000968,2026-04-29,2026-04-29,0,On Time
D000908,O000969,2026-04-22,2026-04-27,5,Late
D000909,O000970,2025-06-16,2025-06-16,0,On Time
D000910,O000971,2026-04-06,2026-04-11,5,Late
D000911,O000972,2026-04-23,2026-04-23,0,On Time
D000912,O000973,2026-05-12,2026-05-12,0,On Time
D000913,O000974,2025-08-24,2025-08-24,0,On Time
D000914,O000975,2026-05-09,2026-05-09,0,On Time
D000915,O000977,2026-08-09,2026-08-09,0,On Time
D000916,O000978,2026-05-12,2026-05-12,0,On Time
D000917,O000979,2026-06-11,2026-06-11,0,On Time
D000918,O000980,2026-06-24,2026-06-24,0,On Time
D000919,O000981,2025-11-29,2025-11-29,0,On Time
D000920,O000983,2025-08-19,2025-08-19,0,On Time
D000921,O000984,2025-09-21,2025-09-21,0,On Time
D000922,O000985,2026-02-05,2026-02-05,0,On Time
D000923,O000986,2026-01-06,2026-01-06,0,On Time
D000924,O000987,2026-07-04,2026-07-04,0,On Time
D000925,O000988,2025-11-18,2025-11-17,0,On Time
D000926,O000989,2025-10-23,2025-10-22,0,On Time
D000927,O000990,2025-10-23,2025-10-23,0,On Time
D000928,O000991,2026-08-20,2026-08-20,0,On Time
D000929,O000992,2026-07-31,2026-07-31,0,On Time
D000930,O000993,2025-10-22,2025-10-22,0,On Time
D000931,O000994,2025-06-20,2025-06-19,0,On Time
D000932,O000995,2026-05-17,2026-05-17,0,On Time
D000933,O000996,2026-03-23,2026-03-22,0,On Time
D000934,O000997,2025-12-19,2025-12-19,0,On Time
D000935,O000998,2026-05-22,2026-05-21,0,On Time
D000936,O000999,2026-08-09,2026-08-09,0,On Time
D000937,O001000,2026-07-19,2026-07-19,0,On Time
D000938,O001001,2025-06-18,2025-06-18,0,On Time
D000939,O001002,2026-03-22,2026-03-22,0,On Time
D000940,O001004,2026-01-10,2026-01-10,0,On Time
D000941,O001005,2026-07-14,2026-07-14,0,On Time
D000942,O001006,2026-07-07,2026-07-06,0,On Time
D000943,O001007,2026-04-16,2026-04-16,0,On Time
D000944,O001008,2026-03-27,2026-03-26,0,On Time
D000945,O001009,2026-03-14,2026-03-14,0,On Time
D000946,O001010,2026-04-05,2026-04-04,0,On Time
D000947,O001011,2025-10-05,2025-10-10,5,Late
D000948,O001012,2026-03-11,2026-03-11,0,On Time
